"date","locality","state","location_detail","online","type","title","macroevent","actors","organizations","participants","claims","valence","issues","size_text","size_low","size_high","size_mean","size_cat","arrests","arrests_any","injuries_crowd","injuries_crowd_any","injuries_police","injuries_police_any","property_damage","property_damage_any","chemical_agents","participant_measures","police_measures","participant_deaths","police_deaths","source_1","source_2","source_3","source_4","source_5","source_6","source_7","source_8","source_9","source_10","source_11","source_12","source_13","source_14","source_15","source_16","source_17","source_18","source_19","source_20","source_21","source_22","source_23","source_24","source_25","source_26","source_27","source_28","source_29","source_30","notes","lat","lon","resolved_locality","resolved_county","resolved_state","fips_code"
2019-09-20,"San Francisco","CA","Federal Building",0,"demonstration",NA,"20190920-climatestrike","Youth vs Apocalypse",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","up to 40000; as many as 40000",8000,40000,24000,4,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.mercurynews.com/2019/09/20/climate-strike-thousands-of-students-and-workers-walk-out-in-bay-area/","https://sanfrancisco.cbslocal.com/2019/09/20/climate-strike-actions-draw-thousands-to-urge-action-on-climate-change/","https://sfist.com/2019/09/20/student-climate-strike-shuts-down-market-street/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.774929","-122.419416","San Francisco","San Francisco County","CA","06075"
2019-09-20,"San Francisco","CA","Federal Building",0,"demonstration",NA,"20190920-climatestrike","Youth vs Apocalypse",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","up to 40000; as many as 40000",8000,40000,24000,4,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.mercurynews.com/2019/09/20/climate-strike-thousands-of-students-and-workers-walk-out-in-bay-area/","https://sanfrancisco.cbslocal.com/2019/09/20/climate-strike-actions-draw-thousands-to-urge-action-on-climate-change/","https://sfist.com/2019/09/20/student-climate-strike-shuts-down-market-street/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.774929","-122.419416","San Francisco","San Francisco County","CA","06075"
2019-09-20,"San Francisco","CA","Federal Building",0,"demonstration",NA,"20190920-climatestrike","Youth vs Apocalypse",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","up to 40000; as many as 40000",8000,40000,24000,4,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.mercurynews.com/2019/09/20/climate-strike-thousands-of-students-and-workers-walk-out-in-bay-area/","https://sanfrancisco.cbslocal.com/2019/09/20/climate-strike-actions-draw-thousands-to-urge-action-on-climate-change/","https://sfist.com/2019/09/20/student-climate-strike-shuts-down-market-street/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.774929","-122.419416","San Francisco","San Francisco County","CA","06075"
2019-09-20,"San Francisco","CA","Federal Building",0,"demonstration",NA,"20190920-climatestrike","Youth vs Apocalypse",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","up to 40000; as many as 40000",8000,40000,24000,4,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.mercurynews.com/2019/09/20/climate-strike-thousands-of-students-and-workers-walk-out-in-bay-area/","https://sanfrancisco.cbslocal.com/2019/09/20/climate-strike-actions-draw-thousands-to-urge-action-on-climate-change/","https://sfist.com/2019/09/20/student-climate-strike-shuts-down-market-street/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.774929","-122.419416","San Francisco","San Francisco County","CA","06075"
2019-09-20,"San Francisco","CA","Dianne Feinstein's Office",0,"demonstration",NA,"20190920-climatestrike","Fridays for Future",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","thousands",2000,2000,2000,3,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.sfchronicle.com/education/article/Bay-Area-school-districts-won-t-excuse-students-14453720.php",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.774929","-122.419416","San Francisco","San Francisco County","CA","06075"
2019-09-20,"San Francisco","CA","Dianne Feinstein's Office",0,"demonstration",NA,"20190920-climatestrike","Fridays for Future",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","thousands",2000,2000,2000,3,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.sfchronicle.com/education/article/Bay-Area-school-districts-won-t-excuse-students-14453720.php",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.774929","-122.419416","San Francisco","San Francisco County","CA","06075"
2019-09-20,"San Jose","CA","Diridon Station to city hall",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","about 1000",1000,1000,1000,3,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.nbcbayarea.com/news/local/San-Joses-Young-Activists-Take-to-the-Streets-to-March-for-the-Global-Climate-Strike-560930691.html","https://www.facebook.com/events/san-jose-diridon-station/silicon-valley-youth-climate-strike-92019/501900263957370/","https://sanfrancisco.cbslocal.com/2019/09/20/climate-strike-actions-draw-thousands-to-urge-action-on-climate-change/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.338208","-121.886329","San Jose","Santa Clara County","CA","06085"
2019-09-20,"San Jose","CA","Diridon Station to city hall",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","about 1000",1000,1000,1000,3,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.nbcbayarea.com/news/local/San-Joses-Young-Activists-Take-to-the-Streets-to-March-for-the-Global-Climate-Strike-560930691.html","https://www.facebook.com/events/san-jose-diridon-station/silicon-valley-youth-climate-strike-92019/501900263957370/","https://sanfrancisco.cbslocal.com/2019/09/20/climate-strike-actions-draw-thousands-to-urge-action-on-climate-change/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.338208","-121.886329","San Jose","Santa Clara County","CA","06085"
2019-09-20,"San Jose","CA","Diridon Station to city hall",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","about 1000",1000,1000,1000,3,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.nbcbayarea.com/news/local/San-Joses-Young-Activists-Take-to-the-Streets-to-March-for-the-Global-Climate-Strike-560930691.html","https://www.facebook.com/events/san-jose-diridon-station/silicon-valley-youth-climate-strike-92019/501900263957370/","https://sanfrancisco.cbslocal.com/2019/09/20/climate-strike-actions-draw-thousands-to-urge-action-on-climate-change/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.338208","-121.886329","San Jose","Santa Clara County","CA","06085"
2019-09-20,"San Jose","CA","Diridon Station to city hall",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","about 1000",1000,1000,1000,3,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.nbcbayarea.com/news/local/San-Joses-Young-Activists-Take-to-the-Streets-to-March-for-the-Global-Climate-Strike-560930691.html","https://www.facebook.com/events/san-jose-diridon-station/silicon-valley-youth-climate-strike-92019/501900263957370/","https://sanfrancisco.cbslocal.com/2019/09/20/climate-strike-actions-draw-thousands-to-urge-action-on-climate-change/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.338208","-121.886329","San Jose","Santa Clara County","CA","06085"
2019-09-20,"San Luis Obispo","CA","City Hall",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"990 Palm St.","35.282752","-120.659616","San Luis Obispo","San Luis Obispo County","CA","06079"
2019-09-20,"San Luis Obispo","CA","City Hall",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"990 Palm St.","35.282752","-120.659616","San Luis Obispo","San Luis Obispo County","CA","06079"
2019-09-20,"San Luis Obispo","CA","Dexter Lawn; Cal Poly",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 Grand Avenue","35.282752","-120.659616","San Luis Obispo","San Luis Obispo County","CA","06079"
2019-09-20,"San Luis Obispo","CA","Dexter Lawn; Cal Poly",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 Grand Avenue","35.282752","-120.659616","San Luis Obispo","San Luis Obispo County","CA","06079"
2019-09-20,"San Mateo","CA","San Mateo High School",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://abc7news.com/society/san-mateo-students-walk-out-for-global-climate-strike-/5555951/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.562992","-122.325525","San Mateo","San Mateo County","CA","06081"
2019-09-20,"San Mateo","CA","San Mateo High School",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://abc7news.com/society/san-mateo-students-walk-out-for-global-climate-strike-/5555951/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.562992","-122.325525","San Mateo","San Mateo County","CA","06081"
2019-09-20,"San Mateo","CA","San Mateo High School",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://abc7news.com/society/san-mateo-students-walk-out-for-global-climate-strike-/5555951/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.562992","-122.325525","San Mateo","San Mateo County","CA","06081"
2019-09-20,"San Rafael","CA","downtown",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","na",200,200,200,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.marinij.com/2019/09/20/marin-students-stage-climate-strikes-across-county/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.973535","-122.531087","San Rafael","Marin County","CA","06041"
2019-09-20,"San Rafael","CA","downtown",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","na",200,200,200,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.marinij.com/2019/09/20/marin-students-stage-climate-strikes-across-county/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.973535","-122.531087","San Rafael","Marin County","CA","06041"
2019-09-20,"San Rafael","CA","downtown",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","na",200,200,200,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.marinij.com/2019/09/20/marin-students-stage-climate-strikes-across-county/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.973535","-122.531087","San Rafael","Marin County","CA","06041"
2019-09-20,"San Ramon","CA","Dougherty Valley High School Quad",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10550 Albion Road","37.764359","-121.953962","San Ramon","Contra Costa County","CA","06013"
2019-09-20,"San Ramon","CA","Dougherty Valley High School Quad",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10550 Albion Road","37.764359","-121.953962","San Ramon","Contra Costa County","CA","06013"
2019-09-20,"San Ramon","CA","Quad of California High School",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9870 Broadmoor Drive","37.764359","-121.953962","San Ramon","Contra Costa County","CA","06013"
2019-09-20,"San Ramon","CA","Quad of California High School",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9870 Broadmoor Drive","37.764359","-121.953962","San Ramon","Contra Costa County","CA","06013"
2019-09-20,"Santa Barbara","CA","De La Guerra Plaza",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","hundreds",200,200,200,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://www.keyt.com/news/environment/high-school-students-lead-climate-rally-in-santa-barbara/1123589468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 E De La Guerra St","34.420831","-119.69819","Santa Barbara","Santa Barbara County","CA","06083"
2019-09-20,"Santa Barbara","CA","De La Guerra Plaza",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","hundreds",200,200,200,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://www.keyt.com/news/environment/high-school-students-lead-climate-rally-in-santa-barbara/1123589468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 E De La Guerra St","34.420831","-119.69819","Santa Barbara","Santa Barbara County","CA","06083"
2019-09-20,"Santa Barbara","CA","De La Guerra Plaza",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","hundreds",200,200,200,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://www.keyt.com/news/environment/high-school-students-lead-climate-rally-in-santa-barbara/1123589468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 E De La Guerra St","34.420831","-119.69819","Santa Barbara","Santa Barbara County","CA","06083"
2019-09-20,"Santa Barbara","CA","Montecito Union School Main Parking Lot",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"385 San Ysidro Rd","34.420831","-119.69819","Santa Barbara","Santa Barbara County","CA","06083"
2019-09-20,"Santa Barbara","CA","Montecito Union School Main Parking Lot",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"385 San Ysidro Rd","34.420831","-119.69819","Santa Barbara","Santa Barbara County","CA","06083"
2019-09-20,"Santa Clarita","CA","Valencia & McBean",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valencia & McBean","34.391664","-118.542586","Santa Clarita","Los Angeles County","CA","06037"
2019-09-20,"Santa Clarita","CA","Valencia & McBean",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valencia & McBean","34.391664","-118.542586","Santa Clarita","Los Angeles County","CA","06037"
2019-09-20,"Santa Cruz","CA","Louden Nelson Park",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"301 Center St","36.974117","-122.030796","Santa Cruz","Santa Cruz County","CA","06087"
2019-09-20,"Santa Cruz","CA","Louden Nelson Park",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"301 Center St","36.974117","-122.030796","Santa Cruz","Santa Cruz County","CA","06087"
2019-09-20,"Santa Monica","CA","Burton Snowboards",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1460 4th Street","34.019454","-118.491191","Santa Monica","Los Angeles County","CA","06037"
2019-09-20,"Santa Monica","CA","Burton Snowboards",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1460 4th Street","34.019454","-118.491191","Santa Monica","Los Angeles County","CA","06037"
2019-09-20,"Santa Monica","CA","Ocean Park & Bernard Way",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beach Park #1","34.019454","-118.491191","Santa Monica","Los Angeles County","CA","06037"
2019-09-20,"Santa Monica","CA","Ocean Park & Bernard Way",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beach Park #1","34.019454","-118.491191","Santa Monica","Los Angeles County","CA","06037"
2019-09-20,"Santa Monica","CA","Big field",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2401 14th Street","34.019454","-118.491191","Santa Monica","Los Angeles County","CA","06037"
2019-09-20,"Santa Monica","CA","Big field",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2401 14th Street","34.019454","-118.491191","Santa Monica","Los Angeles County","CA","06037"
2019-09-20,"Santa Rosa","CA","Courthouse Square",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","about 2000",2000,2000,2000,3,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://twitter.com/BillSwindell/status/1175144447174004736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70 Old Courthouse Square","38.440429","-122.714055","Santa Rosa","Sonoma County","CA","06097"
2019-09-20,"Santa Rosa","CA","Courthouse Square",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","about 2000",2000,2000,2000,3,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://twitter.com/BillSwindell/status/1175144447174004736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70 Old Courthouse Square","38.440429","-122.714055","Santa Rosa","Sonoma County","CA","06097"
2019-09-20,"Seaside","CA","Main Quad outside Student Center at CSUMB",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","over 100",100,100,100,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://www.montereycountyweekly.com/blogs/news_blog/local-events-draw-hundreds-to-protest-for-action-on-climate/article_1e9a8bc8-dc03-11e9-9e6b-7315e2e40809.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3116 Inter-Garrison Rd","36.614922","-121.822098","Seaside","Monterey County","CA","06053"
2019-09-20,"Seaside","CA","Main Quad outside Student Center at CSUMB",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","over 100",100,100,100,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://www.montereycountyweekly.com/blogs/news_blog/local-events-draw-hundreds-to-protest-for-action-on-climate/article_1e9a8bc8-dc03-11e9-9e6b-7315e2e40809.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3116 Inter-Garrison Rd","36.614922","-121.822098","Seaside","Monterey County","CA","06053"
